Query,Type,State,City
"BioLife Plasma, Aurora IL",Brand,IL,Aurora
"Grifols Biomat, Aurora IL",Brand,IL,Aurora
"Octapharma Plasma, Aurora IL",Brand,IL,Aurora
"KEDPLASMA, Aurora IL",Brand,IL,Aurora
"Interstate Blood Bank, Aurora IL",Brand,IL,Aurora
"ImmunoTek Bio Centers, Aurora IL",Brand,IL,Aurora
"Talecris Plasma Resources, Aurora IL",Brand,IL,Aurora
"Blood and Plasma Research, Aurora IL",Brand,IL,Aurora
"B Positive Plasma, Aurora IL",Brand,IL,Aurora
"Freedom Plasma, Aurora IL",Brand,IL,Aurora
"GCAM Plasma, Aurora IL",Brand,IL,Aurora
"ADMA BioCenters, Aurora IL",Brand,IL,Aurora
"Southern Blood Services, Aurora IL",Brand,IL,Aurora
"plasma donation center, Naperville IL",General,IL,Naperville
"CSL Plasma, Naperville IL",Brand,IL,Naperville
"BioLife Plasma, Naperville IL",Brand,IL,Naperville
"Grifols Biomat, Naperville IL",Brand,IL,Naperville
"Octapharma Plasma, Naperville IL",Brand,IL,Naperville
"KEDPLASMA, Naperville IL",Brand,IL,Naperville
"Interstate Blood Bank, Naperville IL",Brand,IL,Naperville
"ImmunoTek Bio Centers, Naperville IL",Brand,IL,Naperville
"Talecris Plasma Resources, Naperville IL",Brand,IL,Naperville
"Blood and Plasma Research, Naperville IL",Brand,IL,Naperville
"B Positive Plasma, Naperville IL",Brand,IL,Naperville
"Freedom Plasma, Naperville IL",Brand,IL,Naperville
"GCAM Plasma, Naperville IL",Brand,IL,Naperville
"ADMA BioCenters, Naperville IL",Brand,IL,Naperville
"Southern Blood Services, Naperville IL",Brand,IL,Naperville
"plasma donation center, Joliet IL",General,IL,Joliet
"CSL Plasma, Joliet IL",Brand,IL,Joliet
"BioLife Plasma, Joliet IL",Brand,IL,Joliet
"Grifols Biomat, Joliet IL",Brand,IL,Joliet
"Octapharma Plasma, Joliet IL",Brand,IL,Joliet
"KEDPLASMA, Joliet IL",Brand,IL,Joliet
"Interstate Blood Bank, Joliet IL",Brand,IL,Joliet
"ImmunoTek Bio Centers, Joliet IL",Brand,IL,Joliet
"Talecris Plasma Resources, Joliet IL",Brand,IL,Joliet
"Blood and Plasma Research, Joliet IL",Brand,IL,Joliet
"B Positive Plasma, Joliet IL",Brand,IL,Joliet
"Freedom Plasma, Joliet IL",Brand,IL,Joliet
"GCAM Plasma, Joliet IL",Brand,IL,Joliet
"ADMA BioCenters, Joliet IL",Brand,IL,Joliet
"Southern Blood Services, Joliet IL",Brand,IL,Joliet
"plasma donation center, Rockford IL",General,IL,Rockford
"CSL Plasma, Rockford IL",Brand,IL,Rockford
"BioLife Plasma, Rockford IL",Brand,IL,Rockford
"Grifols Biomat, Rockford IL",Brand,IL,Rockford
"Octapharma Plasma, Rockford IL",Brand,IL,Rockford
"KEDPLASMA, Rockford IL",Brand,IL,Rockford
"Interstate Blood Bank, Rockford IL",Brand,IL,Rockford
"ImmunoTek Bio Centers, Rockford IL",Brand,IL,Rockford
"Talecris Plasma Resources, Rockford IL",Brand,IL,Rockford
"Blood and Plasma Research, Rockford IL",Brand,IL,Rockford
"B Positive Plasma, Rockford IL",Brand,IL,Rockford
"Freedom Plasma, Rockford IL",Brand,IL,Rockford
"GCAM Plasma, Rockford IL",Brand,IL,Rockford
"ADMA BioCenters, Rockford IL",Brand,IL,Rockford
"Southern Blood Services, Rockford IL",Brand,IL,Rockford
"plasma donation center, Springfield IL",General,IL,Springfield
"CSL Plasma, Springfield IL",Brand,IL,Springfield
"BioLife Plasma, Springfield IL",Brand,IL,Springfield
"Grifols Biomat, Springfield IL",Brand,IL,Springfield
"Octapharma Plasma, Springfield IL",Brand,IL,Springfield
"KEDPLASMA, Springfield IL",Brand,IL,Springfield
"Interstate Blood Bank, Springfield IL",Brand,IL,Springfield
"ImmunoTek Bio Centers, Springfield IL",Brand,IL,Springfield
"Talecris Plasma Resources, Springfield IL",Brand,IL,Springfield
"Blood and Plasma Research, Springfield IL",Brand,IL,Springfield
"B Positive Plasma, Springfield IL",Brand,IL,Springfield
"Freedom Plasma, Springfield IL",Brand,IL,Springfield
"GCAM Plasma, Springfield IL",Brand,IL,Springfield
"ADMA BioCenters, Springfield IL",Brand,IL,Springfield
"Southern Blood Services, Springfield IL",Brand,IL,Springfield
"plasma donation center, Elgin IL",General,IL,Elgin
"CSL Plasma, Elgin IL",Brand,IL,Elgin
"BioLife Plasma, Elgin IL",Brand,IL,Elgin
"Grifols Biomat, Elgin IL",Brand,IL,Elgin
"Octapharma Plasma, Elgin IL",Brand,IL,Elgin
"KEDPLASMA, Elgin IL",Brand,IL,Elgin
"Interstate Blood Bank, Elgin IL",Brand,IL,Elgin
"ImmunoTek Bio Centers, Elgin IL",Brand,IL,Elgin
"Talecris Plasma Resources, Elgin IL",Brand,IL,Elgin
"Blood and Plasma Research, Elgin IL",Brand,IL,Elgin
"B Positive Plasma, Elgin IL",Brand,IL,Elgin
"Freedom Plasma, Elgin IL",Brand,IL,Elgin
"GCAM Plasma, Elgin IL",Brand,IL,Elgin
"ADMA BioCenters, Elgin IL",Brand,IL,Elgin
"Southern Blood Services, Elgin IL",Brand,IL,Elgin
"plasma donation center, Peoria IL",General,IL,Peoria
"CSL Plasma, Peoria IL",Brand,IL,Peoria
"BioLife Plasma, Peoria IL",Brand,IL,Peoria
"Grifols Biomat, Peoria IL",Brand,IL,Peoria
"Octapharma Plasma, Peoria IL",Brand,IL,Peoria
"KEDPLASMA, Peoria IL",Brand,IL,Peoria
"Interstate Blood Bank, Peoria IL",Brand,IL,Peoria
"ImmunoTek Bio Centers, Peoria IL",Brand,IL,Peoria
"Talecris Plasma Resources, Peoria IL",Brand,IL,Peoria
"Blood and Plasma Research, Peoria IL",Brand,IL,Peoria
"B Positive Plasma, Peoria IL",Brand,IL,Peoria
"Freedom Plasma, Peoria IL",Brand,IL,Peoria
"GCAM Plasma, Peoria IL",Brand,IL,Peoria
"ADMA BioCenters, Peoria IL",Brand,IL,Peoria
"Southern Blood Services, Peoria IL",Brand,IL,Peoria
"plasma donation center, Champaign IL",General,IL,Champaign
"CSL Plasma, Champaign IL",Brand,IL,Champaign
"BioLife Plasma, Champaign IL",Brand,IL,Champaign
"Grifols Biomat, Champaign IL",Brand,IL,Champaign
"Octapharma Plasma, Champaign IL",Brand,IL,Champaign
"KEDPLASMA, Champaign IL",Brand,IL,Champaign
"Interstate Blood Bank, Champaign IL",Brand,IL,Champaign
"ImmunoTek Bio Centers, Champaign IL",Brand,IL,Champaign
"Talecris Plasma Resources, Champaign IL",Brand,IL,Champaign
"Blood and Plasma Research, Champaign IL",Brand,IL,Champaign
"B Positive Plasma, Champaign IL",Brand,IL,Champaign
"Freedom Plasma, Champaign IL",Brand,IL,Champaign
"GCAM Plasma, Champaign IL",Brand,IL,Champaign
"ADMA BioCenters, Champaign IL",Brand,IL,Champaign
"Southern Blood Services, Champaign IL",Brand,IL,Champaign
"plasma donation center, Waukegan IL",General,IL,Waukegan
"CSL Plasma, Waukegan IL",Brand,IL,Waukegan
"BioLife Plasma, Waukegan IL",Brand,IL,Waukegan
"Grifols Biomat, Waukegan IL",Brand,IL,Waukegan
"Octapharma Plasma, Waukegan IL",Brand,IL,Waukegan
"KEDPLASMA, Waukegan IL",Brand,IL,Waukegan
"Interstate Blood Bank, Waukegan IL",Brand,IL,Waukegan
"ImmunoTek Bio Centers, Waukegan IL",Brand,IL,Waukegan
"Talecris Plasma Resources, Waukegan IL",Brand,IL,Waukegan
"Blood and Plasma Research, Waukegan IL",Brand,IL,Waukegan
"B Positive Plasma, Waukegan IL",Brand,IL,Waukegan
"Freedom Plasma, Waukegan IL",Brand,IL,Waukegan
"GCAM Plasma, Waukegan IL",Brand,IL,Waukegan
"ADMA BioCenters, Waukegan IL",Brand,IL,Waukegan
"Southern Blood Services, Waukegan IL",Brand,IL,Waukegan
"plasma donation center, IN",General,IN,
"CSL Plasma, IN",Brand,IN,
"BioLife Plasma, IN",Brand,IN,
"Grifols Biomat, IN",Brand,IN,
"Octapharma Plasma, IN",Brand,IN,
"KEDPLASMA, IN",Brand,IN,
"Interstate Blood Bank, IN",Brand,IN,
"ImmunoTek Bio Centers, IN",Brand,IN,
"Talecris Plasma Resources, IN",Brand,IN,
"Blood and Plasma Research, IN",Brand,IN,
"B Positive Plasma, IN",Brand,IN,
"Freedom Plasma, IN",Brand,IN,
"GCAM Plasma, IN",Brand,IN,
"ADMA BioCenters, IN",Brand,IN,
"Southern Blood Services, IN",Brand,IN,
"plasma donation center, Indianapolis IN",General,IN,Indianapolis
"CSL Plasma, Indianapolis IN",Brand,IN,Indianapolis
"BioLife Plasma, Indianapolis IN",Brand,IN,Indianapolis
"Grifols Biomat, Indianapolis IN",Brand,IN,Indianapolis
"Octapharma Plasma, Indianapolis IN",Brand,IN,Indianapolis
"KEDPLASMA, Indianapolis IN",Brand,IN,Indianapolis
"Interstate Blood Bank, Indianapolis IN",Brand,IN,Indianapolis
"ImmunoTek Bio Centers, Indianapolis IN",Brand,IN,Indianapolis
"Talecris Plasma Resources, Indianapolis IN",Brand,IN,Indianapolis
"Blood and Plasma Research, Indianapolis IN",Brand,IN,Indianapolis
"B Positive Plasma, Indianapolis IN",Brand,IN,Indianapolis
"Freedom Plasma, Indianapolis IN",Brand,IN,Indianapolis
"GCAM Plasma, Indianapolis IN",Brand,IN,Indianapolis
"ADMA BioCenters, Indianapolis IN",Brand,IN,Indianapolis
"Southern Blood Services, Indianapolis IN",Brand,IN,Indianapolis
"plasma donation center, Fort Wayne IN",General,IN,Fort Wayne
"CSL Plasma, Fort Wayne IN",Brand,IN,Fort Wayne
"BioLife Plasma, Fort Wayne IN",Brand,IN,Fort Wayne
"Grifols Biomat, Fort Wayne IN",Brand,IN,Fort Wayne
"Octapharma Plasma, Fort Wayne IN",Brand,IN,Fort Wayne
"KEDPLASMA, Fort Wayne IN",Brand,IN,Fort Wayne
"Interstate Blood Bank, Fort Wayne IN",Brand,IN,Fort Wayne
"ImmunoTek Bio Centers, Fort Wayne IN",Brand,IN,Fort Wayne
"Talecris Plasma Resources, Fort Wayne IN",Brand,IN,Fort Wayne
"Blood and Plasma Research, Fort Wayne IN",Brand,IN,Fort Wayne
"B Positive Plasma, Fort Wayne IN",Brand,IN,Fort Wayne
"Freedom Plasma, Fort Wayne IN",Brand,IN,Fort Wayne
"GCAM Plasma, Fort Wayne IN",Brand,IN,Fort Wayne
"ADMA BioCenters, Fort Wayne IN",Brand,IN,Fort Wayne
"Southern Blood Services, Fort Wayne IN",Brand,IN,Fort Wayne
"plasma donation center, Evansville IN",General,IN,Evansville
"CSL Plasma, Evansville IN",Brand,IN,Evansville
"BioLife Plasma, Evansville IN",Brand,IN,Evansville
"Grifols Biomat, Evansville IN",Brand,IN,Evansville
"Octapharma Plasma, Evansville IN",Brand,IN,Evansville
"KEDPLASMA, Evansville IN",Brand,IN,Evansville
"Interstate Blood Bank, Evansville IN",Brand,IN,Evansville
"ImmunoTek Bio Centers, Evansville IN",Brand,IN,Evansville
"Talecris Plasma Resources, Evansville IN",Brand,IN,Evansville
"Blood and Plasma Research, Evansville IN",Brand,IN,Evansville
"B Positive Plasma, Evansville IN",Brand,IN,Evansville
"Freedom Plasma, Evansville IN",Brand,IN,Evansville
"GCAM Plasma, Evansville IN",Brand,IN,Evansville
"ADMA BioCenters, Evansville IN",Brand,IN,Evansville
"Southern Blood Services, Evansville IN",Brand,IN,Evansville
"plasma donation center, South Bend IN",General,IN,South Bend
"CSL Plasma, South Bend IN",Brand,IN,South Bend
"BioLife Plasma, South Bend IN",Brand,IN,South Bend
"Grifols Biomat, South Bend IN",Brand,IN,South Bend
"Octapharma Plasma, South Bend IN",Brand,IN,South Bend
"KEDPLASMA, South Bend IN",Brand,IN,South Bend
"Interstate Blood Bank, South Bend IN",Brand,IN,South Bend
"ImmunoTek Bio Centers, South Bend IN",Brand,IN,South Bend
"Talecris Plasma Resources, South Bend IN",Brand,IN,South Bend
"Blood and Plasma Research, South Bend IN",Brand,IN,South Bend
"B Positive Plasma, South Bend IN",Brand,IN,South Bend
"Freedom Plasma, South Bend IN",Brand,IN,South Bend
"GCAM Plasma, South Bend IN",Brand,IN,South Bend
"ADMA BioCenters, South Bend IN",Brand,IN,South Bend
"Southern Blood Services, South Bend IN",Brand,IN,South Bend
"plasma donation center, Carmel IN",General,IN,Carmel
"CSL Plasma, Carmel IN",Brand,IN,Carmel
"BioLife Plasma, Carmel IN",Brand,IN,Carmel
"Grifols Biomat, Carmel IN",Brand,IN,Carmel
"Octapharma Plasma, Carmel IN",Brand,IN,Carmel
"KEDPLASMA, Carmel IN",Brand,IN,Carmel
"Interstate Blood Bank, Carmel IN",Brand,IN,Carmel
"ImmunoTek Bio Centers, Carmel IN",Brand,IN,Carmel
"Talecris Plasma Resources, Carmel IN",Brand,IN,Carmel
"Blood and Plasma Research, Carmel IN",Brand,IN,Carmel
"B Positive Plasma, Carmel IN",Brand,IN,Carmel
"Freedom Plasma, Carmel IN",Brand,IN,Carmel
"GCAM Plasma, Carmel IN",Brand,IN,Carmel
"ADMA BioCenters, Carmel IN",Brand,IN,Carmel
"Southern Blood Services, Carmel IN",Brand,IN,Carmel
"plasma donation center, Fishers IN",General,IN,Fishers
"CSL Plasma, Fishers IN",Brand,IN,Fishers
"BioLife Plasma, Fishers IN",Brand,IN,Fishers
"Grifols Biomat, Fishers IN",Brand,IN,Fishers
"Octapharma Plasma, Fishers IN",Brand,IN,Fishers
"KEDPLASMA, Fishers IN",Brand,IN,Fishers
"Interstate Blood Bank, Fishers IN",Brand,IN,Fishers
"ImmunoTek Bio Centers, Fishers IN",Brand,IN,Fishers
"Talecris Plasma Resources, Fishers IN",Brand,IN,Fishers
"Blood and Plasma Research, Fishers IN",Brand,IN,Fishers
"B Positive Plasma, Fishers IN",Brand,IN,Fishers
"Freedom Plasma, Fishers IN",Brand,IN,Fishers
"GCAM Plasma, Fishers IN",Brand,IN,Fishers
"ADMA BioCenters, Fishers IN",Brand,IN,Fishers
"Southern Blood Services, Fishers IN",Brand,IN,Fishers
"plasma donation center, Bloomington IN",General,IN,Bloomington
"CSL Plasma, Bloomington IN",Brand,IN,Bloomington
"BioLife Plasma, Bloomington IN",Brand,IN,Bloomington
"Grifols Biomat, Bloomington IN",Brand,IN,Bloomington
"Octapharma Plasma, Bloomington IN",Brand,IN,Bloomington
"KEDPLASMA, Bloomington IN",Brand,IN,Bloomington
"Interstate Blood Bank, Bloomington IN",Brand,IN,Bloomington
"ImmunoTek Bio Centers, Bloomington IN",Brand,IN,Bloomington
"Talecris Plasma Resources, Bloomington IN",Brand,IN,Bloomington
"Blood and Plasma Research, Bloomington IN",Brand,IN,Bloomington
"B Positive Plasma, Bloomington IN",Brand,IN,Bloomington
"Freedom Plasma, Bloomington IN",Brand,IN,Bloomington
"GCAM Plasma, Bloomington IN",Brand,IN,Bloomington
"ADMA BioCenters, Bloomington IN",Brand,IN,Bloomington
"Southern Blood Services, Bloomington IN",Brand,IN,Bloomington
"plasma donation center, Hammond IN",General,IN,Hammond
"CSL Plasma, Hammond IN",Brand,IN,Hammond
"BioLife Plasma, Hammond IN",Brand,IN,Hammond
"Grifols Biomat, Hammond IN",Brand,IN,Hammond
"Octapharma Plasma, Hammond IN",Brand,IN,Hammond
"KEDPLASMA, Hammond IN",Brand,IN,Hammond
"Interstate Blood Bank, Hammond IN",Brand,IN,Hammond
"ImmunoTek Bio Centers, Hammond IN",Brand,IN,Hammond
"Talecris Plasma Resources, Hammond IN",Brand,IN,Hammond
"Blood and Plasma Research, Hammond IN",Brand,IN,Hammond
"B Positive Plasma, Hammond IN",Brand,IN,Hammond
"Freedom Plasma, Hammond IN",Brand,IN,Hammond
"GCAM Plasma, Hammond IN",Brand,IN,Hammond
"ADMA BioCenters, Hammond IN",Brand,IN,Hammond
"Southern Blood Services, Hammond IN",Brand,IN,Hammond
"plasma donation center, Gary IN",General,IN,Gary
"CSL Plasma, Gary IN",Brand,IN,Gary
"BioLife Plasma, Gary IN",Brand,IN,Gary
"Grifols Biomat, Gary IN",Brand,IN,Gary
"Octapharma Plasma, Gary IN",Brand,IN,Gary
"KEDPLASMA, Gary IN",Brand,IN,Gary
"Interstate Blood Bank, Gary IN",Brand,IN,Gary
"ImmunoTek Bio Centers, Gary IN",Brand,IN,Gary
"Talecris Plasma Resources, Gary IN",Brand,IN,Gary
"Blood and Plasma Research, Gary IN",Brand,IN,Gary
"B Positive Plasma, Gary IN",Brand,IN,Gary
"Freedom Plasma, Gary IN",Brand,IN,Gary
"GCAM Plasma, Gary IN",Brand,IN,Gary
"ADMA BioCenters, Gary IN",Brand,IN,Gary
"Southern Blood Services, Gary IN",Brand,IN,Gary
"plasma donation center, Lafayette IN",General,IN,Lafayette
"CSL Plasma, Lafayette IN",Brand,IN,Lafayette
"BioLife Plasma, Lafayette IN",Brand,IN,Lafayette
"Grifols Biomat, Lafayette IN",Brand,IN,Lafayette
"Octapharma Plasma, Lafayette IN",Brand,IN,Lafayette
"KEDPLASMA, Lafayette IN",Brand,IN,Lafayette
"Interstate Blood Bank, Lafayette IN",Brand,IN,Lafayette
"ImmunoTek Bio Centers, Lafayette IN",Brand,IN,Lafayette
"Talecris Plasma Resources, Lafayette IN",Brand,IN,Lafayette
"Blood and Plasma Research, Lafayette IN",Brand,IN,Lafayette
"B Positive Plasma, Lafayette IN",Brand,IN,Lafayette
"Freedom Plasma, Lafayette IN",Brand,IN,Lafayette
"GCAM Plasma, Lafayette IN",Brand,IN,Lafayette
"ADMA BioCenters, Lafayette IN",Brand,IN,Lafayette
"Southern Blood Services, Lafayette IN",Brand,IN,Lafayette
"plasma donation center, IA",General,IA,
"CSL Plasma, IA",Brand,IA,
"BioLife Plasma, IA",Brand,IA,
"Grifols Biomat, IA",Brand,IA,
"Octapharma Plasma, IA",Brand,IA,
"KEDPLASMA, IA",Brand,IA,
"Interstate Blood Bank, IA",Brand,IA,
"ImmunoTek Bio Centers, IA",Brand,IA,
"Talecris Plasma Resources, IA",Brand,IA,
"Blood and Plasma Research, IA",Brand,IA,
"B Positive Plasma, IA",Brand,IA,
"Freedom Plasma, IA",Brand,IA,
"GCAM Plasma, IA",Brand,IA,
"ADMA BioCenters, IA",Brand,IA,
"Southern Blood Services, IA",Brand,IA,
"plasma donation center, Des Moines IA",General,IA,Des Moines
"CSL Plasma, Des Moines IA",Brand,IA,Des Moines
"BioLife Plasma, Des Moines IA",Brand,IA,Des Moines
"Grifols Biomat, Des Moines IA",Brand,IA,Des Moines
"Octapharma Plasma, Des Moines IA",Brand,IA,Des Moines
"KEDPLASMA, Des Moines IA",Brand,IA,Des Moines
"Interstate Blood Bank, Des Moines IA",Brand,IA,Des Moines
"ImmunoTek Bio Centers, Des Moines IA",Brand,IA,Des Moines
"Talecris Plasma Resources, Des Moines IA",Brand,IA,Des Moines
"Blood and Plasma Research, Des Moines IA",Brand,IA,Des Moines
"B Positive Plasma, Des Moines IA",Brand,IA,Des Moines
"Freedom Plasma, Des Moines IA",Brand,IA,Des Moines
"GCAM Plasma, Des Moines IA",Brand,IA,Des Moines
"ADMA BioCenters, Des Moines IA",Brand,IA,Des Moines
"Southern Blood Services, Des Moines IA",Brand,IA,Des Moines
"plasma donation center, Cedar Rapids IA",General,IA,Cedar Rapids
"CSL Plasma, Cedar Rapids IA",Brand,IA,Cedar Rapids
"BioLife Plasma, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Grifols Biomat, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Octapharma Plasma, Cedar Rapids IA",Brand,IA,Cedar Rapids
"KEDPLASMA, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Interstate Blood Bank, Cedar Rapids IA",Brand,IA,Cedar Rapids
"ImmunoTek Bio Centers, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Talecris Plasma Resources, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Blood and Plasma Research, Cedar Rapids IA",Brand,IA,Cedar Rapids
"B Positive Plasma, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Freedom Plasma, Cedar Rapids IA",Brand,IA,Cedar Rapids
"GCAM Plasma, Cedar Rapids IA",Brand,IA,Cedar Rapids
"ADMA BioCenters, Cedar Rapids IA",Brand,IA,Cedar Rapids
"Southern Blood Services, Cedar Rapids IA",Brand,IA,Cedar Rapids
"plasma donation center, Davenport IA",General,IA,Davenport
"CSL Plasma, Davenport IA",Brand,IA,Davenport
"BioLife Plasma, Davenport IA",Brand,IA,Davenport
"Grifols Biomat, Davenport IA",Brand,IA,Davenport
"Octapharma Plasma, Davenport IA",Brand,IA,Davenport
"KEDPLASMA, Davenport IA",Brand,IA,Davenport
"Interstate Blood Bank, Davenport IA",Brand,IA,Davenport
"ImmunoTek Bio Centers, Davenport IA",Brand,IA,Davenport
"Talecris Plasma Resources, Davenport IA",Brand,IA,Davenport
"Blood and Plasma Research, Davenport IA",Brand,IA,Davenport
"B Positive Plasma, Davenport IA",Brand,IA,Davenport
"Freedom Plasma, Davenport IA",Brand,IA,Davenport
"GCAM Plasma, Davenport IA",Brand,IA,Davenport
"ADMA BioCenters, Davenport IA",Brand,IA,Davenport
"Southern Blood Services, Davenport IA",Brand,IA,Davenport
"plasma donation center, Sioux City IA",General,IA,Sioux City
"CSL Plasma, Sioux City IA",Brand,IA,Sioux City
"BioLife Plasma, Sioux City IA",Brand,IA,Sioux City
"Grifols Biomat, Sioux City IA",Brand,IA,Sioux City
"Octapharma Plasma, Sioux City IA",Brand,IA,Sioux City
"KEDPLASMA, Sioux City IA",Brand,IA,Sioux City
"Interstate Blood Bank, Sioux City IA",Brand,IA,Sioux City
"ImmunoTek Bio Centers, Sioux City IA",Brand,IA,Sioux City
"Talecris Plasma Resources, Sioux City IA",Brand,IA,Sioux City
"Blood and Plasma Research, Sioux City IA",Brand,IA,Sioux City
"B Positive Plasma, Sioux City IA",Brand,IA,Sioux City
"Freedom Plasma, Sioux City IA",Brand,IA,Sioux City
"GCAM Plasma, Sioux City IA",Brand,IA,Sioux City
"ADMA BioCenters, Sioux City IA",Brand,IA,Sioux City
"Southern Blood Services, Sioux City IA",Brand,IA,Sioux City
"plasma donation center, Iowa City IA",General,IA,Iowa City
"CSL Plasma, Iowa City IA",Brand,IA,Iowa City
"BioLife Plasma, Iowa City IA",Brand,IA,Iowa City
"Grifols Biomat, Iowa City IA",Brand,IA,Iowa City
"Octapharma Plasma, Iowa City IA",Brand,IA,Iowa City
"KEDPLASMA, Iowa City IA",Brand,IA,Iowa City
"Interstate Blood Bank, Iowa City IA",Brand,IA,Iowa City
"ImmunoTek Bio Centers, Iowa City IA",Brand,IA,Iowa City
"Talecris Plasma Resources, Iowa City IA",Brand,IA,Iowa City
"Blood and Plasma Research, Iowa City IA",Brand,IA,Iowa City
"B Positive Plasma, Iowa City IA",Brand,IA,Iowa City
"Freedom Plasma, Iowa City IA",Brand,IA,Iowa City
"GCAM Plasma, Iowa City IA",Brand,IA,Iowa City
"ADMA BioCenters, Iowa City IA",Brand,IA,Iowa City
"Southern Blood Services, Iowa City IA",Brand,IA,Iowa City
"plasma donation center, Ankeny IA",General,IA,Ankeny
"CSL Plasma, Ankeny IA",Brand,IA,Ankeny
"BioLife Plasma, Ankeny IA",Brand,IA,Ankeny
"Grifols Biomat, Ankeny IA",Brand,IA,Ankeny
"Octapharma Plasma, Ankeny IA",Brand,IA,Ankeny
"KEDPLASMA, Ankeny IA",Brand,IA,Ankeny
"Interstate Blood Bank, Ankeny IA",Brand,IA,Ankeny
"ImmunoTek Bio Centers, Ankeny IA",Brand,IA,Ankeny
"Talecris Plasma Resources, Ankeny IA",Brand,IA,Ankeny
"Blood and Plasma Research, Ankeny IA",Brand,IA,Ankeny
"B Positive Plasma, Ankeny IA",Brand,IA,Ankeny
"Freedom Plasma, Ankeny IA",Brand,IA,Ankeny
"GCAM Plasma, Ankeny IA",Brand,IA,Ankeny
"ADMA BioCenters, Ankeny IA",Brand,IA,Ankeny
"Southern Blood Services, Ankeny IA",Brand,IA,Ankeny
"plasma donation center, West Des Moines IA",General,IA,West Des Moines
"CSL Plasma, West Des Moines IA",Brand,IA,West Des Moines
"BioLife Plasma, West Des Moines IA",Brand,IA,West Des Moines
"Grifols Biomat, West Des Moines IA",Brand,IA,West Des Moines
"Octapharma Plasma, West Des Moines IA",Brand,IA,West Des Moines
"KEDPLASMA, West Des Moines IA",Brand,IA,West Des Moines
"Interstate Blood Bank, West Des Moines IA",Brand,IA,West Des Moines
"ImmunoTek Bio Centers, West Des Moines IA",Brand,IA,West Des Moines
"Talecris Plasma Resources, West Des Moines IA",Brand,IA,West Des Moines
"Blood and Plasma Research, West Des Moines IA",Brand,IA,West Des Moines
"B Positive Plasma, West Des Moines IA",Brand,IA,West Des Moines
"Freedom Plasma, West Des Moines IA",Brand,IA,West Des Moines
"GCAM Plasma, West Des Moines IA",Brand,IA,West Des Moines
"ADMA BioCenters, West Des Moines IA",Brand,IA,West Des Moines
"Southern Blood Services, West Des Moines IA",Brand,IA,West Des Moines
"plasma donation center, Waterloo IA",General,IA,Waterloo
"CSL Plasma, Waterloo IA",Brand,IA,Waterloo
"BioLife Plasma, Waterloo IA",Brand,IA,Waterloo
"Grifols Biomat, Waterloo IA",Brand,IA,Waterloo
"Octapharma Plasma, Waterloo IA",Brand,IA,Waterloo
"KEDPLASMA, Waterloo IA",Brand,IA,Waterloo
"Interstate Blood Bank, Waterloo IA",Brand,IA,Waterloo
"ImmunoTek Bio Centers, Waterloo IA",Brand,IA,Waterloo
"Talecris Plasma Resources, Waterloo IA",Brand,IA,Waterloo
